# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2023-11-17 12:15:12 -05:00,(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01376307 HUDSON RIVER AT WATER GRANT STREET AT YONKERS NY
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 01376307
#    TS_ID       Parameter Description
#    245339      00010     Temperature, water, degrees Celsius, [HRECOS]
#    246480      00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, [HRECOS]
#    245335      00300     Dissolved oxygen, water, unfiltered, milligrams per liter, [HRECOS]
#    245336      00301     Dissolved oxygen, water, unfiltered, percent of saturation, [HRECOS]
#    245334      00400     pH, water, unfiltered, field, standard units, [HRECOS]
#    245338      63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), [HRECOS]
#    291480      90860     Salinity, water, unfiltered, practical salinity units at 25 degrees Celsius, [HRECOS]
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#     Ssn  Parameter monitored seasonally.
#
agency_cd,site_no,datetime,tz_cd,245339_00010,245339_00010_cd,246480_00095,246480_00095_cd,245335_00300,245335_00300_cd,245336_00301,245336_00301_cd,245334_00400,245334_00400_cd,245338_63680,245338_63680_cd,291480_90860,291480_90860_cd
USGS,01376307,2023-08-17 09:45,EST,24.7,P,12300,P,6.1,P,77,P,7.6,P,5.2,P,7.0,P
USGS,01376307,2023-08-17 10:00,EST,24.7,P,12800,P,6.3,P,79,P,7.5,P,8.5,P,7.4,P
USGS,01376307,2023-08-17 10:15,EST,24.6,P,12500,P,6.3,P,78,P,7.6,P,4.9,P,7.2,P
USGS,01376307,2023-08-17 10:30,EST,24.8,P,12900,P,6.2,P,78,P,7.7,P,5.0,P,7.4,P
USGS,01376307,2023-08-17 10:45,EST,24.9,P,13100,P,6.0,P,76,P,7.7,P,5.3,P,7.5,P
USGS,01376307,2023-08-17 11:00,EST,24.8,P,13000,P,5.8,P,73,P,7.7,P,5.1,P,7.4,P
USGS,01376307,2023-08-17 11:15,EST,24.8,P,12800,P,6.3,P,80,P,7.6,P,6.4,P,7.3,P
USGS,01376307,2023-08-17 11:30,EST,24.8,P,12900,P,6.2,P,79,P,7.6,P,5.6,P,7.4,P
USGS,01376307,2023-08-17 11:45,EST,24.8,P,13200,P,6.3,P,79,P,7.6,P,5.8,P,7.6,P
USGS,01376307,2023-08-17 12:00,EST,24.8,P,13600,P,6.2,P,78,P,7.6,P,5.7,P,7.8,P
USGS,01376307,2023-08-17 12:15,EST,24.8,P,14000,P,6.1,P,77,P,7.6,P,5.0,P,8.1,P
USGS,01376307,2023-08-17 12:30,EST,24.9,P,13800,P,6.3,P,80,P,7.6,P,4.5,P,8.0,P
USGS,01376307,2023-08-17 12:45,EST,24.9,P,13900,P,6.4,P,81,P,7.6,P,4.4,P,8.0,P
USGS,01376307,2023-08-17 13:00,EST,24.9,P,13900,P,6.4,P,81,P,7.6,P,4.6,P,8.0,P
USGS,01376307,2023-08-17 13:15,EST,24.9,P,14000,P,6.4,P,81,P,7.6,P,4.9,P,8.1,P
USGS,01376307,2023-08-17 13:30,EST,24.8,P,14500,P,6.1,P,78,P,7.6,P,5.4,P,8.4,P
USGS,01376307,2023-08-17 13:45,EST,25.0,P,13600,P,6.3,P,80,P,7.6,P,4.9,P,7.8,P
USGS,01376307,2023-08-17 14:00,EST,25.0,P,13800,P,6.2,P,79,P,7.6,P,5.0,P,8.0,P
USGS,01376307,2023-08-17 14:15,EST,24.7,P,15300,P,5.9,P,75,P,7.6,P,5.4,P,8.9,P
USGS,01376307,2023-08-17 14:30,EST,25.0,P,13800,P,6.2,P,79,P,7.6,P,6.0,P,7.9,P
USGS,01376307,2023-08-17 14:45,EST,24.9,P,14300,P,6.1,P,77,P,7.6,P,6.3,P,8.3,P
USGS,01376307,2023-08-17 15:00,EST,25.0,P,13600,P,6.3,P,80,P,7.5,P,6.1,P,7.8,P
USGS,01376307,2023-08-17 15:15,EST,25.2,P,12900,P,6.5,P,83,P,7.6,P,5.7,P,7.4,P
USGS,01376307,2023-08-17 15:30,EST,25.2,P,12700,P,6.7,P,85,P,7.6,P,6.0,P,7.3,P
USGS,01376307,2023-08-17 15:45,EST,25.1,P,13500,P,6.3,P,80,P,7.6,P,6.2,P,7.8,P
USGS,01376307,2023-08-17 16:00,EST,25.0,P,13500,P,6.2,P,79,P,7.6,P,6.0,P,7.8,P
USGS,01376307,2023-08-17 16:15,EST,25.0,P,13600,P,6.3,P,79,P,7.7,P,6.8,P,7.9,P
USGS,01376307,2023-08-17 16:30,EST,25.1,P,13200,P,6.5,P,82,P,7.6,P,6.3,P,7.6,P
USGS,01376307,2023-08-17 16:45,EST,25.2,P,12800,P,6.6,P,83,P,7.6,P,5.6,P,7.3,P
USGS,01376307,2023-08-17 17:00,EST,25.1,P,12600,P,6.4,P,81,P,7.6,P,5.5,P,7.2,P
USGS,01376307,2023-08-17 17:15,EST,25.1,P,12300,P,6.5,P,83,P,7.6,P,5.0,P,7.0,P
USGS,01376307,2023-08-17 17:30,EST,25.1,P,12000,P,6.6,P,83,P,7.6,P,4.9,P,6.9,P
USGS,01376307,2023-08-17 17:45,EST,25.1,P,12000,P,6.5,P,82,P,7.7,P,4.5,P,6.9,P
USGS,01376307,2023-08-17 18:00,EST,25.2,P,11700,P,6.6,P,84,P,7.6,P,4.4,P,6.7,P
USGS,01376307,2023-08-17 18:15,EST,25.1,P,12000,P,6.4,P,80,P,7.7,P,4.6,P,6.9,P
USGS,01376307,2023-08-17 18:30,EST,25.1,P,11800,P,6.5,P,82,P,7.7,P,4.3,P,6.7,P
USGS,01376307,2023-08-17 18:45,EST,24.9,P,12200,P,6.3,P,79,P,7.7,P,4.8,P,7.0,P
USGS,01376307,2023-08-17 19:00,EST,25.1,P,12100,P,6.5,P,82,P,7.7,P,4.8,P,6.9,P
USGS,01376307,2023-08-17 19:15,EST,25.0,P,12000,P,6.5,P,82,P,7.7,P,5.8,P,6.8,P
USGS,01376307,2023-08-17 19:30,EST,24.9,P,11200,P,6.7,P,84,P,7.7,P,5.2,P,6.3,P
USGS,01376307,2023-08-17 19:45,EST,24.9,P,11400,P,6.6,P,82,P,7.7,P,5.0,P,6.5,P
USGS,01376307,2023-08-17 20:00,EST,24.9,P,12500,P,6.3,P,79,P,7.6,P,5.2,P,7.1,P
USGS,01376307,2023-08-17 20:15,EST,24.8,P,12200,P,6.4,P,80,P,7.6,P,4.9,P,7.0,P
USGS,01376307,2023-08-17 20:30,EST,24.8,P,11400,P,6.6,P,82,P,7.7,P,4.8,P,6.5,P
USGS,01376307,2023-08-17 20:45,EST,25.0,P,12100,P,6.5,P,82,P,7.7,P,6.1,P,6.9,P
USGS,01376307,2023-08-17 21:00,EST,25.0,P,12000,P,6.6,P,83,P,7.7,P,4.7,P,6.8,P
USGS,01376307,2023-08-17 21:15,EST,24.9,P,11700,P,6.6,P,83,P,7.6,P,4.9,P,6.6,P
USGS,01376307,2023-08-17 21:30,EST,24.9,P,11600,P,6.5,P,82,P,7.7,P,3.9,P,6.6,P
USGS,01376307,2023-08-17 21:45,EST,24.7,P,11000,P,6.5,P,81,P,7.7,P,4.0,P,6.2,P
USGS,01376307,2023-08-17 22:00,EST,24.8,P,11400,P,6.5,P,81,P,7.8,P,3.7,P,6.5,P
USGS,01376307,2023-08-17 22:15,EST,24.7,P,13000,P,6.4,P,81,P,7.6,P,3.9,P,7.5,P
USGS,01376307,2023-08-17 22:30,EST,24.7,P,13800,P,6.3,P,79,P,7.7,P,3.9,P,8.0,P
USGS,01376307,2023-08-17 22:45,EST,24.6,P,14200,P,6.1,P,76,P,7.6,P,4.7,P,8.2,P
USGS,01376307,2023-08-17 23:00,EST,24.6,P,14500,P,5.8,P,73,P,7.7,P,4.2,P,8.4,P
USGS,01376307,2023-08-17 23:15,EST,24.6,P,13800,P,6.3,P,79,P,7.6,P,4.5,P,8.0,P
USGS,01376307,2023-08-17 23:30,EST,24.6,P,14100,P,6.0,P,76,P,7.7,P,4.2,P,8.1,P
USGS,01376307,2023-08-17 23:45,EST,24.6,P,14400,P,6.2,P,79,P,7.6,P,4.3,P,8.4,P
USGS,01376307,2023-08-18 00:00,EST,24.6,P,14500,P,6.1,P,77,P,7.8,P,4.6,P,8.4,P
USGS,01376307,2023-08-18 00:15,EST,24.6,P,14400,P,6.3,P,79,P,7.7,P,4.2,P,8.4,P
USGS,01376307,2023-08-18 00:30,EST,24.6,P,14500,P,6.3,P,79,P,7.7,P,5.1,P,8.4,P
USGS,01376307,2023-08-18 00:45,EST,24.6,P,14600,P,6.2,P,78,P,7.6,P,4.6,P,8.4,P
USGS,01376307,2023-08-18 01:00,EST,24.5,P,14800,P,6.2,P,78,P,7.6,P,4.2,P,8.6,P
USGS,01376307,2023-08-18 01:15,EST,24.6,P,14800,P,6.2,P,79,P,7.6,P,5.1,P,8.6,P
USGS,01376307,2023-08-18 01:30,EST,24.5,P,14800,P,6.1,P,77,P,7.6,P,4.5,P,8.6,P
USGS,01376307,2023-08-18 01:45,EST,24.5,P,14700,P,6.3,P,80,P,7.7,P,4.9,P,8.6,P
USGS,01376307,2023-08-18 02:00,EST,24.5,P,15100,P,6.2,P,78,P,7.6,P,5.4,P,8.8,P
USGS,01376307,2023-08-18 02:15,EST,24.6,P,13900,P,6.3,P,80,P,7.6,P,8.0,P,8.0,P
USGS,01376307,2023-08-18 02:30,EST,24.5,P,14800,P,6.1,P,77,P,7.6,P,7.3,P,8.6,P
USGS,01376307,2023-08-18 02:45,EST,24.5,P,15000,P,6.0,P,76,P,7.6,P,6.5,P,8.7,P
USGS,01376307,2023-08-18 03:00,EST,24.5,P,15200,P,5.8,P,73,P,7.6,P,5.2,P,8.9,P
USGS,01376307,2023-08-18 03:15,EST,24.4,P,15400,P,5.9,P,75,P,7.6,P,8.2,P,9.0,P
USGS,01376307,2023-08-18 03:30,EST,24.4,P,15400,P,5.9,P,74,P,7.6,P,11.6,P,9.0,P
USGS,01376307,2023-08-18 03:45,EST,24.4,P,15300,P,5.8,P,73,P,7.6,P,9.8,P,8.9,P
USGS,01376307,2023-08-18 04:00,EST,24.4,P,15300,P,5.8,P,73,P,7.6,P,9.8,P,8.9,P
USGS,01376307,2023-08-18 04:15,EST,24.4,P,15300,P,5.9,P,74,P,7.6,P,8.1,P,8.9,P
USGS,01376307,2023-08-18 04:30,EST,24.4,P,14600,P,6.1,P,77,P,7.6,P,9.3,P,8.5,P
USGS,01376307,2023-08-18 04:45,EST,24.4,P,14200,P,6.2,P,77,P,7.7,P,10.9,P,8.2,P
USGS,01376307,2023-08-18 05:00,EST,24.4,P,14000,P,6.2,P,78,P,7.6,P,11.0,P,8.1,P
USGS,01376307,2023-08-18 05:15,EST,24.4,P,13800,P,6.1,P,76,P,7.6,P,11.2,P,8.0,P
USGS,01376307,2023-08-18 05:30,EST,24.4,P,13900,P,6.1,P,77,P,7.6,P,10.2,P,8.0,P
USGS,01376307,2023-08-18 05:45,EST,24.4,P,13600,P,6.1,P,77,P,7.6,P,10.5,P,7.8,P
USGS,01376307,2023-08-18 06:00,EST,24.4,P,13700,P,6.2,P,77,P,7.6,P,10.7,P,7.9,P
USGS,01376307,2023-08-18 06:15,EST,24.3,P,13400,P,6.1,P,77,P,7.7,P,9.9,P,7.7,P
USGS,01376307,2023-08-18 06:30,EST,24.3,P,13900,P,6.0,P,74,P,7.7,P,18.2,P,8.0,P
USGS,01376307,2023-08-18 06:45,EST,23.9,P,11800,P,6.4,P,79,P,7.6,P,9.4,P,6.8,P
USGS,01376307,2023-08-18 07:00,EST,24.2,P,12800,P,6.1,P,76,P,7.6,P,8.3,P,7.4,P
USGS,01376307,2023-08-18 07:15,EST,24.3,P,12000,P,6.3,P,79,P,7.7,P,8.8,P,6.8,P
USGS,01376307,2023-08-18 07:30,EST,24.5,P,12300,P,6.2,P,77,P,7.7,P,7.5,P,7.0,P
USGS,01376307,2023-08-18 07:45,EST,24.5,P,12500,P,6.2,P,78,P,7.7,P,7.6,P,7.1,P
USGS,01376307,2023-08-18 08:00,EST,24.5,P,12000,P,6.1,P,77,P,7.7,P,7.4,P,6.9,P
USGS,01376307,2023-08-18 08:15,EST,24.3,P,12200,P,6.3,P,78,P,7.6,P,9.0,P,7.0,P
USGS,01376307,2023-08-18 08:30,EST,24.3,P,13000,P,6.0,P,75,P,7.7,P,13.0,P,7.5,P
USGS,01376307,2023-08-18 08:45,EST,24.4,P,12900,P,6.4,P,79,P,7.5,P,9.5,P,7.4,P
USGS,01376307,2023-08-18 09:00,EST,24.5,P,11500,P,6.5,P,81,P,7.6,P,7.1,P,6.5,P
USGS,01376307,2023-08-18 09:15,EST,24.8,P,11000,P,6.6,P,82,P,7.6,P,4.9,P,6.2,P
USGS,01376307,2023-08-18 09:30,EST,24.7,P,12200,P,6.4,P,80,P,7.7,P,5.5,P,7.0,P
USGS,01376307,2023-08-18 09:45,EST,24.7,P,11400,P,6.5,P,82,P,7.7,P,6.0,P,6.5,P
USGS,01376307,2023-08-18 10:00,EST,24.8,P,11700,P,6.5,P,81,P,7.7,P,5.6,P,6.7,P
USGS,01376307,2023-08-18 10:15,EST,24.9,P,11900,P,6.6,P,82,P,7.6,P,5.6,P,6.8,P
USGS,01376307,2023-08-18 10:30,EST,24.7,P,11800,P,6.4,P,80,P,7.7,P,6.5,P,6.8,P
USGS,01376307,2023-08-18 10:45,EST,24.7,P,11700,P,6.4,P,81,P,7.7,P,6.2,P,6.7,P
USGS,01376307,2023-08-18 11:00,EST,24.9,P,12000,P,6.2,P,78,P,7.7,P,5.3,P,6.9,P
USGS,01376307,2023-08-18 11:15,EST,24.9,P,12100,P,6.5,P,82,P,7.7,P,5.4,P,6.9,P
USGS,01376307,2023-08-18 11:30,EST,24.9,P,11800,P,6.6,P,83,P,7.7,P,6.7,P,6.7,P
USGS,01376307,2023-08-18 11:45,EST,25.1,P,11400,P,6.8,P,86,P,7.7,P,6.2,P,6.4,P
USGS,01376307,2023-08-18 12:00,EST,25.2,P,11700,P,6.8,P,86,P,7.7,P,5.4,P,6.7,P
USGS,01376307,2023-08-18 12:15,EST,25.1,P,11500,P,7.0,P,89,P,7.7,P,5.5,P,6.6,P
USGS,01376307,2023-08-18 12:30,EST,25.4,P,12100,P,7.1,P,90,P,7.7,P,4.3,P,6.9,P
USGS,01376307,2023-08-18 12:45,EST,25.5,P,12300,P,7.0,P,90,P,7.7,P,3.9,P,7.0,P
USGS,01376307,2023-08-18 13:00,EST,25.6,P,12300,P,7.2,P,92,P,7.7,P,4.1,P,7.0,P
USGS,01376307,2023-08-18 13:15,EST,25.8,P,12100,P,7.3,P,94,P,7.7,P,4.7,P,6.9,P
USGS,01376307,2023-08-18 13:30,EST,25.6,P,12000,P,7.2,P,92,P,7.7,P,5.2,P,6.9,P
USGS,01376307,2023-08-18 13:45,EST,25.5,P,12400,P,7.1,P,90,P,7.6,P,6.3,P,7.1,P
USGS,01376307,2023-08-18 14:00,EST,25.4,P,12700,P,7.0,P,89,P,7.7,P,5.5,P,7.3,P
USGS,01376307,2023-08-18 14:15,EST,25.1,P,14000,P,6.5,P,82,P,7.6,P,9.5,P,8.1,P
USGS,01376307,2023-08-18 14:30,EST,25.4,P,12800,P,7.0,P,89,P,7.7,P,8.0,P,7.4,P
USGS,01376307,2023-08-18 14:45,EST,25.3,P,13800,P,6.7,P,86,P,7.6,P,9.4,P,7.9,P
USGS,01376307,2023-08-18 15:00,EST,25.5,P,13200,P,6.9,P,88,P,7.7,P,8.3,P,7.6,P
USGS,01376307,2023-08-18 15:15,EST,25.5,P,12500,P,7.0,P,90,P,7.7,P,7.1,P,7.1,P
USGS,01376307,2023-08-18 15:30,EST,25.4,P,12800,P,7.0,P,90,P,7.7,P,7.7,P,7.4,P
USGS,01376307,2023-08-18 15:45,EST,25.5,P,12700,P,6.9,P,88,P,7.7,P,9.5,P,7.3,P
USGS,01376307,2023-08-18 16:00,EST,25.5,P,12700,P,6.9,P,88,P,7.8,P,8.4,P,7.3,P
USGS,01376307,2023-08-18 16:15,EST,25.5,P,12600,P,7.0,P,88,P,7.8,P,8.2,P,7.2,P
USGS,01376307,2023-08-18 16:30,EST,25.5,P,12600,P,6.9,P,87,P,7.8,P,7.8,P,7.2,P
USGS,01376307,2023-08-18 16:45,EST,25.5,P,12600,P,6.6,P,84,P,7.9,P,7.6,P,7.2,P
USGS,01376307,2023-08-18 17:00,EST,25.4,P,12300,P,7.0,P,89,P,7.8,P,8.3,P,7.0,P
USGS,01376307,2023-08-18 17:15,EST,25.4,P,12500,P,6.8,P,86,P,7.8,P,8.1,P,7.1,P
USGS,01376307,2023-08-18 17:30,EST,25.4,P,12500,P,6.8,P,86,P,7.8,P,6.5,P,7.2,P
USGS,01376307,2023-08-18 17:45,EST,25.2,P,12200,P,7.0,P,88,P,7.8,P,10.2,P,7.0,P
USGS,01376307,2023-08-18 18:00,EST,25.0,P,12200,P,6.6,P,83,P,7.8,P,7.4,P,7.0,P
USGS,01376307,2023-08-18 18:15,EST,24.8,P,11700,P,6.8,P,85,P,7.8,P,7.7,P,6.7,P
USGS,01376307,2023-08-18 18:30,EST,24.8,P,11400,P,6.6,P,82,P,7.8,P,7.4,P,6.5,P
USGS,01376307,2023-08-18 18:45,EST,25.0,P,11400,P,6.7,P,84,P,7.7,P,5.8,P,6.5,P
USGS,01376307,2023-08-18 19:00,EST,25.1,P,11200,P,6.9,P,87,P,7.7,P,5.4,P,6.3,P
USGS,01376307,2023-08-18 19:15,EST,25.0,P,11000,P,6.9,P,86,P,7.7,P,5.3,P,6.2,P
USGS,01376307,2023-08-18 19:30,EST,25.0,P,11000,P,6.8,P,86,P,7.8,P,5.4,P,6.2,P
USGS,01376307,2023-08-18 19:45,EST,24.8,P,10600,P,6.9,P,86,P,7.7,P,4.8,P,6.0,P
USGS,01376307,2023-08-18 20:00,EST,24.7,P,11000,P,6.8,P,84,P,7.7,P,6.6,P,6.2,P
USGS,01376307,2023-08-18 20:15,EST,24.8,P,10900,P,6.9,P,86,P,7.8,P,6.5,P,6.2,P
USGS,01376307,2023-08-18 20:30,EST,24.8,P,10600,P,7.0,P,88,P,7.7,P,5.9,P,6.0,P
USGS,01376307,2023-08-18 20:45,EST,24.7,P,10200,P,6.9,P,86,P,7.8,P,5.1,P,5.7,P
USGS,01376307,2023-08-18 21:00,EST,24.7,P,10000,P,7.0,P,87,P,7.8,P,5.2,P,5.6,P
USGS,01376307,2023-08-18 21:15,EST,24.8,P,11200,P,6.7,P,84,P,7.7,P,5.1,P,6.4,P
USGS,01376307,2023-08-18 21:30,EST,24.5,P,10100,P,6.9,P,85,P,7.7,P,5.2,P,5.7,P
USGS,01376307,2023-08-18 21:45,EST,24.8,P,10600,P,6.7,P,83,P,7.8,P,4.0,P,6.0,P
USGS,01376307,2023-08-18 22:00,EST,24.9,P,11100,P,6.4,P,81,P,7.7,P,4.3,P,6.3,P
USGS,01376307,2023-08-18 22:15,EST,24.6,P,10800,P,6.8,P,84,P,7.7,P,4.9,P,6.1,P
USGS,01376307,2023-08-18 22:30,EST,24.5,P,10800,P,6.8,P,84,P,7.8,P,4.9,P,6.1,P
USGS,01376307,2023-08-18 22:45,EST,24.4,P,10600,P,6.9,P,85,P,7.7,P,4.2,P,6.0,P
USGS,01376307,2023-08-18 23:00,EST,24.5,P,11100,P,6.7,P,83,P,7.8,P,4.2,P,6.3,P
USGS,01376307,2023-08-18 23:15,EST,24.4,P,10900,P,6.5,P,81,P,7.8,P,3.9,P,6.2,P
USGS,01376307,2023-08-18 23:30,EST,24.4,P,11200,P,6.6,P,81,P,7.8,P,3.9,P,6.4,P
USGS,01376307,2023-08-18 23:45,EST,24.5,P,11100,P,6.3,P,78,P,7.8,P,4.3,P,6.3,P
USGS,01376307,2023-08-19 00:00,EST,24.2,P,11000,P,6.3,P,78,P,7.7,P,4.1,P,6.2,P
USGS,01376307,2023-08-19 00:15,EST,24.2,P,11300,P,6.5,P,81,P,7.7,P,4.3,P,6.4,P
USGS,01376307,2023-08-19 00:30,EST,24.2,P,11300,P,6.7,P,83,P,7.7,P,4.0,P,6.4,P
USGS,01376307,2023-08-19 00:45,EST,24.2,P,11400,P,6.8,P,84,P,7.7,P,4.0,P,6.5,P
USGS,01376307,2023-08-19 01:00,EST,24.2,P,11500,P,6.8,P,84,P,7.7,P,3.4,P,6.6,P
USGS,01376307,2023-08-19 01:15,EST,24.1,P,11400,P,6.9,P,86,P,7.7,P,3.3,P,6.5,P
USGS,01376307,2023-08-19 01:30,EST,24.2,P,11400,P,6.9,P,86,P,7.8,P,3.4,P,6.5,P
USGS,01376307,2023-08-19 01:45,EST,24.2,P,11300,P,6.9,P,85,P,7.7,P,3.6,P,6.4,P
USGS,01376307,2023-08-19 02:00,EST,24.2,P,11300,P,6.8,P,85,P,7.7,P,4.8,P,6.4,P
USGS,01376307,2023-08-19 02:15,EST,24.2,P,11600,P,6.7,P,84,P,7.7,P,4.5,P,6.6,P
USGS,01376307,2023-08-19 02:30,EST,24.2,P,11700,P,6.7,P,82,P,7.7,P,5.9,P,6.7,P
USGS,01376307,2023-08-19 02:45,EST,24.2,P,11600,P,6.8,P,84,P,7.6,P,7.2,P,6.6,P
USGS,01376307,2023-08-19 03:00,EST,24.2,P,12400,P,6.5,P,80,P,7.7,P,7.4,P,7.1,P
USGS,01376307,2023-08-19 03:15,EST,24.1,P,12300,P,6.5,P,80,P,7.7,P,7.6,P,7.0,P
USGS,01376307,2023-08-19 03:30,EST,24.1,P,12500,P,6.4,P,80,P,7.6,P,9.9,P,7.1,P
USGS,01376307,2023-08-19 03:45,EST,24.1,P,12400,P,6.4,P,79,P,7.7,P,12.2,P,7.1,P
USGS,01376307,2023-08-19 04:00,EST,24.1,P,12400,P,6.4,P,79,P,7.6,P,11.3,P,7.1,P
USGS,01376307,2023-08-19 04:15,EST,24.1,P,12300,P,6.4,P,80,P,7.6,P,11.7,P,7.1,P
USGS,01376307,2023-08-19 04:30,EST,24.0,P,12400,P,6.3,P,78,P,7.6,P,11.5,P,7.1,P
USGS,01376307,2023-08-19 04:45,EST,24.1,P,12300,P,6.4,P,79,P,7.7,P,10.2,P,7.0,P
USGS,01376307,2023-08-19 05:00,EST,24.0,P,12100,P,6.3,P,78,P,7.7,P,8.8,P,6.9,P
USGS,01376307,2023-08-19 05:15,EST,23.9,P,12300,P,6.2,P,76,P,7.7,P,9.8,P,7.1,P
USGS,01376307,2023-08-19 05:30,EST,23.9,P,12400,P,6.2,P,76,P,7.7,P,9.6,P,7.1,P
USGS,01376307,2023-08-19 05:45,EST,23.9,P,12300,P,6.2,P,76,P,7.6,P,10.9,P,7.1,P
USGS,01376307,2023-08-19 06:00,EST,23.9,P,12200,P,6.1,P,76,P,7.7,P,10.8,P,7.0,P
USGS,01376307,2023-08-19 06:15,EST,23.9,P,12300,P,6.2,P,76,P,7.6,P,11.4,P,7.0,P
USGS,01376307,2023-08-19 06:30,EST,23.7,P,11800,P,6.2,P,76,P,7.7,P,8.3,P,6.7,P
USGS,01376307,2023-08-19 06:45,EST,23.8,P,12000,P,6.3,P,77,P,7.6,P,8.5,P,6.8,P
USGS,01376307,2023-08-19 07:00,EST,23.8,P,11400,P,6.4,P,78,P,7.7,P,8.9,P,6.5,P
USGS,01376307,2023-08-19 07:15,EST,24.0,P,11300,P,6.4,P,78,P,7.7,P,7.9,P,6.4,P
USGS,01376307,2023-08-19 07:30,EST,23.8,P,10500,P,6.5,P,80,P,7.7,P,6.7,P,5.9,P
USGS,01376307,2023-08-19 07:45,EST,24.1,P,10500,P,6.6,P,81,P,7.7,P,5.7,P,5.9,P
USGS,01376307,2023-08-19 08:00,EST,24.0,P,10400,P,6.7,P,83,P,7.6,P,6.2,P,5.9,P
USGS,01376307,2023-08-19 08:15,EST,24.1,P,10200,P,6.8,P,84,P,7.7,P,5.4,P,5.8,P
USGS,01376307,2023-08-19 08:30,EST,24.1,P,9970,P,6.8,P,84,P,7.7,P,4.7,P,5.6,P
USGS,01376307,2023-08-19 08:45,EST,23.9,P,9740,P,7.0,P,86,P,7.7,P,5.4,P,5.5,P
USGS,01376307,2023-08-19 09:00,EST,23.9,P,9400,P,7.1,P,87,P,7.7,P,5.1,P,5.3,P
USGS,01376307,2023-08-19 09:15,EST,24.1,P,10400,P,6.9,P,85,P,7.7,P,6.2,P,5.9,P
USGS,01376307,2023-08-19 09:30,EST,24.0,P,9960,P,7.1,P,87,P,7.7,P,5.0,P,5.6,P
USGS,01376307,2023-08-19 09:45,EST,24.4,P,10500,P,6.9,P,85,P,7.7,P,4.3,P,5.9,P
USGS,01376307,2023-08-19 10:00,EST,23.9,P,9420,P,7.2,P,87,P,7.8,P,4.2,P,5.3,P
USGS,01376307,2023-08-19 10:15,EST,24.0,P,10100,P,7.0,P,85,P,7.8,P,4.5,P,5.7,P
USGS,01376307,2023-08-19 10:30,EST,24.1,P,9850,P,6.9,P,85,P,7.7,P,4.7,P,5.5,P
USGS,01376307,2023-08-19 10:45,EST,24.4,P,10300,P,6.9,P,85,P,7.8,P,5.6,P,5.8,P
USGS,01376307,2023-08-19 11:00,EST,24.2,P,9560,P,7.1,P,88,P,7.8,P,4.0,P,5.4,P
USGS,01376307,2023-08-19 11:15,EST,24.6,P,10400,P,7.0,P,87,P,7.7,P,4.6,P,5.9,P
USGS,01376307,2023-08-19 11:30,EST,24.3,P,10100,P,7.3,P,90,P,7.7,P,5.2,P,5.7,P
USGS,01376307,2023-08-19 11:45,EST,24.5,P,10800,P,7.2,P,90,P,7.7,P,5.2,P,6.1,P
USGS,01376307,2023-08-19 12:00,EST,24.4,P,10600,P,7.3,P,90,P,7.8,P,4.0,P,6.0,P
USGS,01376307,2023-08-19 12:15,EST,24.4,P,10900,P,7.1,P,89,P,7.8,P,4.1,P,6.2,P
USGS,01376307,2023-08-19 12:30,EST,24.6,P,11000,P,7.1,P,88,P,7.8,P,4.3,P,6.2,P
USGS,01376307,2023-08-19 12:45,EST,24.6,P,11200,P,7.0,P,87,P,7.6,P,17.9,P,6.3,P
USGS,01376307,2023-08-19 13:00,EST,24.6,P,11000,P,7.4,P,92,P,7.7,P,5.6,P,6.2,P
USGS,01376307,2023-08-19 13:15,EST,24.7,P,10400,P,7.6,P,95,P,7.8,P,5.0,P,5.9,P
USGS,01376307,2023-08-19 13:30,EST,24.7,P,10900,P,7.7,P,96,P,7.8,P,4.8,P,6.2,P
USGS,01376307,2023-08-19 13:45,EST,24.8,P,11100,P,7.9,P,98,P,7.8,P,4.2,P,6.3,P
USGS,01376307,2023-08-19 14:00,EST,24.9,P,11300,P,8.0,P,100,P,7.8,P,3.7,P,6.4,P
USGS,01376307,2023-08-19 14:15,EST,25.0,P,11200,P,8.0,P,101,P,7.8,P,5.6,P,6.3,P
USGS,01376307,2023-08-19 14:30,EST,25.0,P,11400,P,8.4,P,105,P,7.9,P,5.7,P,6.5,P
USGS,01376307,2023-08-19 14:45,EST,24.9,P,11700,P,7.8,P,98,P,7.8,P,9.6,P,6.7,P
USGS,01376307,2023-08-19 15:00,EST,25.0,P,11600,P,7.9,P,99,P,7.8,P,,,6.6,P
